pos_or_neg,attention_score
pos,0.12953085630821687
pos,0.7408271155630548
pos,0.8828112079451481
pos,2.3450372119744616
pos,2.029127099861701
pos,2.369867203136285
pos,0.24786800301323333
pos,0.1652270749521752
pos,0.2846925053745508
pos,0.3298788991135856
pos,1.3191300754745803
pos,0.6441181059926748
pos,0.11902751284651458
pos,0.15420341903033358
pos,0.9073333349078894
pos,1.1861705531676612
pos,2.572589584936698
pos,10.967668394247692
pos,2.227616962045431
pos,2.7340940820674104
pos,0.34513113399346673
pos,0.680117557446162
pos,1.4162332750856876
pos,0.20899512455798686
pos,6.176993561287722
pos,4.121065667519966
pos,2.2529113727311296
pos,0.7808260076368849
pos,0.8242815267294645
pos,0.4123242261509101
pos,0.8078752551227808
pos,0.7510731772830088
pos,1.17843613649408
pos,1.0097921515504518
pos,1.6621298156678677
pos,1.755512443681558
pos,0.8836214120189348
pos,2.493336594974001
pos,0.5531582050025463
pos,0.5746146664023399
pos,0.10086838544035952
pos,0.09408996362860003
pos,0.17650665637726587
pos,0.4425625472019116
pos,3.692676592618227
pos,1.7340145694712799
pos,0.7547632791101933
pos,0.6653866575409968
pos,4.175044658283392
pos,0.8999947768946489
pos,1.6145151729385059
pos,2.039945901681979
pos,7.693864653507869
pos,3.2341718673706055
pos,1.7841705431540806
pos,16.888257612784706
pos,0.4373099034031232
pos,2.0893734258910017
pos,2.0212551578879356
pos,0.9991972396771113
pos,0.2779157909875115
pos,0.3411319262037674
pos,0.17840084619820118
pos,1.9904193468391895
pos,0.10053941514343023
pos,0.35539825136462844
pos,8.924616873264313
pos,0.8420615612218777
pos,1.5641101635992527
pos,1.0394074022769928
pos,1.534045860171318
pos,0.2642679261043668
pos,0.7885342463850975
pos,0.5578110149751108
pos,1.3520993292331696
pos,0.8373510868599018
pos,0.764187906558315
pos,0.2638513299946984
pos,1.7794338365395863
pos,0.2833192702382803
pos,0.3055898938328028
pos,0.11945309427877267
pos,0.47825516667217016
pos,0.45232433670510847
pos,0.4163379470507304
pos,0.6919013801962137
pos,1.5610444359481335
pos,0.8734301974376043
pos,0.3777122668301066
pos,0.3079554492918154
pos,0.07162014371715486
pos,0.0796197603146235
pos,0.0501029765776669
pos,0.05512200683976213
pos,3.557918562243382
pos,1.7791100156803925
pos,2.668360900133848
pos,2.66791017105182
pos,0.5718026465425889
pos,0.2658696845173836
pos,0.33693831258763873
pos,0.33549047075212
pos,0.20116188873847327
pos,0.21525141006956497
pos,0.1145071058999747
pos,0.03238969317559774
pos,23.6328532298406
pos,0.0676545527918885
pos,0.19772122614085674
pos,0.5220259229342143
pos,1.2624499698479972
pos,5.663544063766798
pos,4.946824411551157
pos,0.5456105340272188
pos,0.07245430703430125
pos,0.2678962967668971
pos,0.138221630671372
pos,0.4413650914405783
pos,1.5421303299566111
pos,0.31654315534979105
pos,1.4708450064063072
pos,0.3443023034681877
pos,3.6853166297078133
pos,0.3060148485625783
pos,0.22866978930930296
pos,0.15201168522859615
pos,0.4813790476570527
pos,1.4761888732512793
pos,3.22699137032032
pos,2.773893717676401
pos,0.12199213185037176
pos,1.1552581253151097
pos,1.38261200239261
pos,20.201577246189117
pos,1.2074567377567291
pos,10.725772753357887
pos,0.6726474811633427
pos,0.31530060029278195
pos,0.2647850584859649
pos,0.5274913428972166
pos,0.2900815918110311
pos,0.12524871078009409
pos,0.18290617736056447
pos,1.5198914955059686
pos,5.621092145641645
pos,0.07883273259115717
pos,0.32901844630638755
pos,0.3752598694215218
pos,0.4768602317199111
pos,7.0962247749169665
pos,0.08492191943029562
pos,1.0544296198834977
pos,1.4382434698442617
pos,3.258113873501619
pos,2.908201391498248
pos,13.629031057159105
pos,2.1216166516145067
pos,2.725216466933489
pos,0.5872960512836773
