pos_or_neg,attention_score
pos,3.346746053349802
pos,3.718934213076302
pos,0.3498105784666126
pos,0.3406427923222716
pos,0.3260390816457055
pos,0.6744285529608104
pos,0.36855157653089404
pos,0.8572435477839374
pos,0.6171460524655696
pos,0.5773408752979665
pos,0.5900872710380491
pos,0.327814082573433
pos,3.053809400284436
pos,0.24277420938810015
pos,0.6139320431171152
pos,1.2850032619586804
pos,0.3831302627875674
pos,0.27038181291484253
pos,0.41042563412717087
pos,0.16816690929964698
pos,0.4056317997221812
pos,18.2808185617129
pos,2.0417264227308634
pos,0.5265478834100976
pos,0.7800504145954501
pos,0.9843348245310589
pos,0.7702039929042472
pos,0.2048445492131045
pos,4.559264309719447
pos,2.7375500183552504
pos,1.4489536186892205
pos,0.5058636493238855
pos,0.49992828048780796
pos,0.4050681995496729
pos,1.0938377041990557
pos,1.8746236536076397
pos,8.923141383452386
pos,4.029792861641967
pos,0.15747350902292817
pos,1.2173242878350543
pos,0.706463919695073
pos,0.44004582275628923
pos,0.43671397800837464
pos,0.3663862638016481
pos,3.2585620796837937
pos,14.424150408344055
pos,0.7997177503397309
pos,0.6126026051285548
pos,0.42357791671377976
pos,0.38178447119104186
pos,0.33923037808267326
pos,0.36993950834437234
pos,0.40355144897702994
pos,2.368546394267824
pos,4.391368292272091
pos,0.529835908105824
pos,0.2915024123253013
pos,0.42821404654759826
pos,0.40938024649517685
pos,0.41776597547170713
pos,0.6339506364457794
pos,0.8521188027793314
pos,0.8621606353019191
pos,0.8224855258500552
pos,0.779786146798633
pos,0.6425071555962104
pos,2.445607120549776
pos,1.3809704880525426
pos,2.032234323612316
pos,1.508187227768869
pos,1.3176030982891476
pos,1.8021403838373053
pos,1.7703311260395902
pos,1.3234527774033993
pos,0.7604104111811555
pos,0.7519034626212243
pos,0.35661133981075105
pos,0.2899079622390369
pos,17.87374898856619
pos,4.292687129350455
pos,1.9333827286595253
pos,1.4950401687282857
pos,0.6665849899664915
pos,3.1995650157483855
pos,2.528239408038496
pos,2.4643991312875255
pos,1.7183275668071658
pos,1.825119117539891
pos,1.0024745928736902
pos,3.6941582420310835
pos,2.1392524997681015
pos,2.394262738374433
pos,0.7692378921040554
pos,0.8459913601618019
pos,0.763710140065116
pos,0.43340313628815663
pos,2.0127238251450583
pos,1.1939983591588774
pos,0.778059192603772
pos,0.83933522502657
pos,0.44429721864417376
pos,0.22471058385908543
pos,0.4691196273353587
pos,0.5490815676786611
pos,0.5895058817525463
pos,0.5862098000754368
pos,0.7070522804600679
pos,3.045466954145974
pos,2.6387913447872893
pos,2.9292859659507506
pos,2.7965473541157033
pos,4.804873726391271
pos,1.2443885214747936
pos,0.7812159552382745
pos,0.6753584254548196
pos,0.5447523166781397
pos,5.2069209122318565
pos,2.417432521356315
pos,0.27196912338192447
pos,0.3092830519407715
pos,5.661857142151008
pos,1.9859878565904086
pos,3.882040671353054
pos,3.3901406811716837
pos,0.507020606513597
pos,0.19578095177676894
pos,0.36764569226576665
pos,0.4518451130328079
pos,4.876746775627863
pos,3.582599498634416
pos,2.2229238386773242
pos,0.9482114684646874
pos,0.2913384447517858
pos,0.251608714839913
pos,0.5870522847455903
pos,0.3205450461813953
pos,6.676288321614265
pos,21.88171488982985
pos,0.34758205505701284
pos,2.6913654736841353
pos,1.713908223314135
pos,0.9113236235802978
pos,1.1786436601504078
pos,2.0354896094801465
pos,0.6908255447519989
pos,0.34953926934111046
pos,0.3593671183874149
pos,0.4802876785757187
pos,0.25112331604463906
pos,0.3068153243852643
pos,9.176579668239606
pos,2.2569988013767617
pos,0.6442887637559779
pos,0.6239178711624165
pos,0.4655179058909568
pos,1.8276451132828144
pos,2.7482938793737715
pos,0.3589851547002308
pos,0.4183205042405402
pos,6.605971131352632
pos,0.31466768236785403
pos,0.44858557171173147
pos,26.867430495681255
pos,0.41919811477324337
pos,0.7066263819143661
pos,1.202367764435769
pos,1.748626432343712
pos,0.4224624408586935
pos,0.7527640601430785
pos,16.993038645354893
pos,0.8730032112131395
pos,1.335103193305554
pos,1.0080668823490662
pos,2.7603086580075624
pos,0.4892011787325931
pos,0.570798249502583
pos,0.5607130561531256
pos,2.4105132803532894
pos,2.3585993917734642
pos,0.1777409943108394
pos,5.290006077659082
pos,2.59269335973493
pos,1.3943847200674253
pos,0.10133394455665919
pos,2.8985719753020422
pos,2.5987795417810355
pos,0.47322823069762526
pos,0.4032818605267723
pos,0.18063819672859358
pos,0.14535224489201373
pos,0.16866717078227064
pos,0.13107588915513996
pos,0.1785366304031369
pos,0.13477870900130914
pos,17.949383010391177
pos,18.562807179741352
pos,4.2882060132375575
pos,0.609928877395767
pos,0.1360031705145247
pos,0.1854184722741763
pos,0.6108697085467175
pos,0.5902393205220077
pos,19.690754863043598
pos,0.3297031445833817
pos,21.15234397683005
pos,4.573157724992531
pos,5.883856227136846
pos,2.1135617264289013
pos,3.9151187656765307
pos,0.1672725235793467
pos,0.22859712750310213
pos,0.37347518742402513
pos,0.18259509792172812
pos,0.21503369287943574
pos,0.2080377389116561
pos,0.6080300261349819
pos,1.069289832508449
pos,0.9994194565560457
pos,0.8048451321040531
pos,5.852507506080759
pos,4.606247124663455
pos,0.9481465892593672
pos,0.26037728319766107
pos,0.3338159774657248
pos,0.6224595875350561
pos,2.7412347978253555
pos,0.29665698258043455
pos,2.423523059796269
pos,2.111838230620918
pos,0.5604531450340964
pos,0.42471367595111575
pos,0.8457972745721539
pos,21.47199655709101
pos,0.6998644753669698
pos,1.386350001269058
pos,1.828702412379103
pos,2.434311195738553
pos,2.944781366220819
pos,2.614277478580068
pos,0.8126455803999936
pos,5.90960793197155
pos,0.6806181198576602
pos,2.898250569445573
pos,5.153208763558205
pos,0.17373576131838608
pos,0.4610585417679882
pos,4.276808958909497
pos,2.0522249073199017
pos,30.63873052597046
pos,1.773679605495881
pos,0.7855505551915707
pos,0.47568264171269126
pos,0.6596102485266643
pos,0.08429490909788652
pos,0.0804450297141372
pos,0.07500440006265492
pos,0.0731757429995805
pos,20.612675642473548
pos,5.181815830339503
pos,16.131098395046905
pos,1.4684737281404376
pos,0.07154294582461462
pos,3.9829202973079387
pos,3.4365806274297763
pos,1.2507037585222625
pos,1.0002539360638314
pos,1.099926569287067
pos,1.0519262884054483
pos,0.7545356616014387
pos,0.1236571119464101
pos,20.348647965934145
pos,0.26538725220692927
pos,0.545209663072071
pos,4.654177797700816
pos,3.923727502304364
pos,1.3811062676907797
pos,5.048581157485402
pos,3.709281428255201
pos,2.538005258448846
pos,1.9191696323696674
pos,2.0608130316212168
pos,1.8526001685730566
pos,0.3942735895431199
pos,0.36373752613203614
pos,0.19535390055374946
pos,0.41886314255662443
pos,0.5000195930696781
pos,0.8548928578989959
pos,0.5099266724910859
pos,1.731210332969582
pos,4.199469566526936
pos,0.2489626347049465
pos,0.20584654308121075
pos,5.239761315619316
pos,7.7916626129450846
pos,9.140467453687414
pos,13.249912307544696
pos,0.8423838804180666
pos,0.8390479210037284
pos,0.9938651184755855
pos,2.417195838028035
pos,1.1827664400594748
pos,0.603878642508109
pos,0.7486628332531186
pos,0.4349475371560491
pos,0.3628396380141877
pos,0.5334701862070724
pos,23.448224608716366
pos,2.7164703861590684
pos,0.44291675175025275
pos,1.5592836335725417
pos,0.5488744808164069
