,Test,=,==,===,====,=====,======,,,,acc,auc,f1,mcc,precision,recall,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std
2,fold_2,0.731012949,0.784756294,0.548759821,0.367992731,0.630665722,0.48568312,,,PUM2_K562,0.877633348,0.940904858,0.812316045,0.722311186,0.834418001,0.791588876,0.007847217,0.003642077,0.01284613,0.018224171,0.013794529,0.019384302
3,fold_3,0.735512903,0.788269821,0.535783366,0.37132129,0.655362776,0.453107961,,,RBM15_K562,0.706529625,0.720801048,0.439778927,0.273343824,0.586624033,0.35295203,0.009142687,0.006547747,0.035014927,0.030175461,0.022424702,0.04082872
4,fold_4,0.734686381,0.78827843,0.534707682,0.369447742,0.653543307,0.452439357,,,RPS3_HepG2,0.707863248,0.751924694,0.461779181,0.27956518,0.559554207,0.399697454,0.008049631,0.007662766,0.050880324,0.029929904,0.026581011,0.076045712
5,fold_5,0.732114978,0.788260197,0.55418004,0.372315395,0.630828114,0.494140093,,,SND1_HepG2,0.702625298,0.713853266,0.354768773,0.213509212,0.54563666,0.267573299,0.007005628,0.00802289,0.044001702,0.015212047,0.03077673,0.058157205
6,mean,0.733382312,0.786854517,0.550022531,0.37337148,0.638200587,0.484787379,,,UCHL5_K562,0.723814103,0.725771501,0.474811165,0.322240773,0.635528966,0.380038948,0.006421864,0.003632006,0.021155385,0.016575939,0.021300166,0.028717425
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,UPF1_HepG2,0.787276246,0.843132738,0.636078215,0.496926258,0.726314457,0.566504884,0.002930843,0.006103177,0.010910092,0.007866494,0.014925342,0.023807605
8,mean_std,0.001837175,0.001937608,0.017079896,0.00713482,0.015417051,0.035462781,,,UPF1_K562,0.748826291,0.798774094,0.585263128,0.414617318,0.661767926,0.525627142,0.005840001,0.008935035,0.017568702,0.015970898,0.015524429,0.031611332
9, , , , , , , ,,,YBX3_K562,0.711353837,0.651435816,0.221663485,0.146792644,0.521340403,0.144085348,0.007797095,0.009715136,0.043200919,0.006483541,0.037706697,0.043143354
,Test,=,==,===,====,=====,======,,,ZNF622_K562,0.725597805,0.731281238,0.473093843,0.32663933,0.645767514,0.376450399,0.008558112,0.005062862,0.022805737,0.016045846,0.040453874,0.042768918
0,DDX3X_HepG2,acc,auc,f1,mcc,precision,recall,,,AVG.,0.743352586,0.762497598,0.503452965,0.359956268,0.635060489,0.43271897,0.006622858,0.007388397,0.024730293,0.017200779,0.023262033,0.035444648
1,fold_1,0.871448371,0.926629116,0.798259924,0.704982847,0.826576577,0.771819138,,,,,,,,,,,,,,,
2,fold_2,0.862785863,0.906256164,0.790254237,0.688347617,0.796157951,0.784437434,,,,,,,,,,,,,,,
3,fold_3,0.869022869,0.930706967,0.79389313,0.69913045,0.824462061,0.765509989,,,,,,,,,,,,,,,
4,fold_4,0.879071379,0.929525714,0.813269128,0.724174764,0.828789531,0.798319328,,,,,,,,,,,,,,,
5,fold_5,0.863132363,0.920319968,0.78888295,0.68787467,0.802173913,0.776025237,,,,,,,,,,,,,,,
6,mean,0.869092169,0.922687586,0.796911874,0.70090207,0.815632007,0.779222225,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.00671621,0.010027504,0.009839684,0.014905847,0.015258056,0.012697929,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,DDX3X_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.826666667,0.870533985,0.701413428,0.586663554,0.778431373,0.638263666,,,,,,,,,,,,,,,
2,fold_2,0.837435897,0.877251213,0.729291204,0.616389534,0.77919708,0.685393258,,,,,,,,,,,,,,,
3,fold_3,0.838974359,0.877704812,0.718637993,0.616152268,0.813387424,0.643659711,,,,,,,,,,,,,,,
4,fold_4,0.845641026,0.875187648,0.748957465,0.638681111,0.778162912,0.721864952,,,,,,,,,,,,,,,
5,fold_5,0.847179487,0.880887037,0.739965096,0.637304911,0.807619048,0.682769726,,,,,,,,,,,,,,,
6,mean,0.839179487,0.876312939,0.727653037,0.619038276,0.791359567,0.674390263,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.008145618,0.003821081,0.018560288,0.021112665,0.017598389,0.034258668,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,DDX24_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.705736544,0.70131576,0.424913495,0.269362841,0.599609375,0.329046088,,,,,,,,,,,,,,,
2,fold_2,0.706090652,0.710294234,0.417952314,0.268435211,0.605691057,0.319057816,,,,,,,,,,,,,,,
3,fold_3,0.700424929,0.706279477,0.442687747,0.265141102,0.574358974,0.360128617,,,,,,,,,,,,,,,
4,fold_4,0.70325779,0.694299707,0.420470263,0.263074883,0.59375,0.325481799,,,,,,,,,,,,,,,
5,fold_5,0.705736544,0.702191179,0.453648915,0.279817997,0.587734242,0.369379015,,,,,,,,,,,,,,,
6,mean,0.704249292,0.702876071,0.431934547,0.269166407,0.59222873,0.340618667,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.00241988,0.005980593,0.015519125,0.006467986,0.012016146,0.022559452,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,FAM120A_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.76014021,0.828341084,0.607698608,0.439965594,0.663685152,0.560422961,,,,,,,,,,,,,,,
2,fold_2,0.759639459,0.824669119,0.612903226,0.441742636,0.656303972,0.574886536,,,,,,,,,,,,,,,
3,fold_3,0.749624437,0.807897443,0.588815789,0.414032812,0.645045045,0.541603631,,,,,,,,,,,,,,,
4,fold_4,0.747120681,0.809777193,0.576697402,0.40418081,0.646616541,0.520423601,,,,,,,,,,,,,,,
5,fold_5,0.768652979,0.827415504,0.601724138,0.452177155,0.700803213,0.527190332,,,,,,,,,,,,,,,
6,mean,0.757035553,0.819620068,0.597567832,0.430419801,0.662490785,0.544905412,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.008726585,0.00995766,0.014724596,0.02030843,0.022715032,0.022714241,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,G3BP1_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.702927215,0.685900507,0.390916464,0.251231393,0.600997506,0.289663462,,,,,,,,,,,,,,,
2,fold_2,0.682753165,0.659743089,0.343698854,0.190282545,0.538461538,0.252403846,,,,,,,,,,,,,,,
3,fold_3,0.68789557,0.66721765,0.385035074,0.216288303,0.546460177,0.29723225,,,,,,,,,,,,,,,
4,fold_4,0.680775316,0.664406006,0.371005456,0.196509716,0.526548673,0.286401925,,,,,,,,,,,,,,,
5,fold_5,0.672072785,0.662628962,0.373393802,0.181369127,0.50203252,0.29723225,,,,,,,,,,,,,,,
6,mean,0.68528481,0.667979243,0.37280993,0.207136217,0.542900083,0.284586747,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.011394877,0.010380023,0.018223285,0.027789643,0.036555478,0.018605272,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,GRWD1_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.693833163,0.688696017,0.4016004,0.23529494,0.563508772,0.311965812,,,,,,,,,,,,,,,
2,fold_2,0.691146366,0.686088796,0.342950463,0.209603417,0.572727273,0.244755245,,,,,,,,,,,,,,,
3,fold_3,0.69895087,0.696390558,0.372030958,0.236442747,0.593191489,0.270995334,,,,,,,,,,,,,,,
4,fold_4,0.695752303,0.68319383,0.363490364,0.226754317,0.584337349,0.263791764,,,,,,,,,,,,,,,
5,fold_5,0.691018424,0.685026648,0.392758361,0.226405874,0.557061341,0.303300971,,,,,,,,,,,,,,,
6,mean,0.694140225,0.68787917,0.374566109,0.226900259,0.574165245,0.278961825,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.003337073,0.005157657,0.02340117,0.010735178,0.014778713,0.028041679,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,IGF2BP1_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.740495137,0.792927188,0.572469046,0.390546876,0.622820919,0.529649596,,,,,,,,,,,,,,,
2,fold_2,0.746242263,0.793260113,0.557098765,0.39197392,0.649280576,0.487837838,,,,,,,,,,,,,,,
3,fold_3,0.729000884,0.774432544,0.519215686,0.346481548,0.621013133,0.446091644,,,,,,,,,,,,,,,
4,fold_4,0.739168877,0.790972272,0.56681351,0.385341473,0.6215781,0.520917679,,,,,,,,,,,,,,,
5,fold_5,0.721485411,0.766256171,0.515384615,0.331409819,0.598214286,0.452702703,,,,,,,,,,,,,,,
6,mean,0.735278515,0.783569658,0.546196325,0.369150727,0.622581403,0.487439892,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.009902149,0.012444986,0.026979176,0.028191761,0.018097829,0.038140954,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,LARP4_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.722924188,0.719908916,0.432532348,0.283863087,0.590909091,0.341107872,,,,,,,,,,,,,,,
2,fold_2,0.717057762,0.695512491,0.377358491,0.25134621,0.591900312,0.27696793,,,,,,,,,,,,,,,
3,fold_3,0.717960289,0.71450271,0.378109453,0.253034769,0.59375,0.277372263,,,,,,,,,,,,,,,
4,fold_4,0.710740072,0.698583246,0.420957543,0.254624648,0.550827423,0.340643275,,,,,,,,,,,,,,,
5,fold_5,0.726534296,0.718944721,0.371369295,0.27388446,0.643884892,0.260932945,,,,,,,,,,,,,,,
6,mean,0.719043321,0.709490417,0.396065426,0.263350635,0.594254344,0.299404857,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.006025678,0.011590954,0.028424106,0.014649132,0.033038142,0.038433994,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,LIN28B_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.680814205,0.605758672,0.176536313,0.092627294,0.467455621,0.108815427,,,,,,,,,,,,,,,
2,fold_2,0.677349502,0.614049564,0.154370034,0.072925415,0.441558442,0.093535076,,,,,,,,,,,,,,,
3,fold_3,0.676916414,0.613525422,0.256972112,0.119215951,0.464028777,0.17768595,,,,,,,,,,,,,,,
4,fold_4,0.680381117,0.624469142,0.223157895,0.113849266,0.477477477,0.145604396,,,,,,,,,,,,,,,
5,fold_5,0.685578172,0.594441073,0.189732143,0.113811778,0.50295858,0.116918845,,,,,,,,,,,,,,,
6,mean,0.680207882,0.610448775,0.200153699,0.102485941,0.470695779,0.128511939,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.003472814,0.011149504,0.04037344,0.019418487,0.022309257,0.033376522,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,PABPC4_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.742393509,0.744300671,0.473902237,0.343634394,0.657471264,0.370466321,,,,,,,,,,,,,,,
2,fold_2,0.715212982,0.712830797,0.431118314,0.271900721,0.575757576,0.344559585,,,,,,,,,,,,,,,
3,fold_3,0.729411765,0.722559212,0.45012366,0.307837007,0.619047619,0.353626943,,,,,,,,,,,,,,,
4,fold_4,0.728194726,0.723748198,0.414335664,0.294438057,0.637096774,0.306994819,,,,,,,,,,,,,,,
5,fold_5,0.725760649,0.723309023,0.475968992,0.310821942,0.592664093,0.397668394,,,,,,,,,,,,,,,
6,mean,0.728194726,0.72534958,0.449089774,0.305726424,0.616407465,0.354663212,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.009715156,0.011514971,0.026786382,0.026167912,0.032929526,0.033446288,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,PPIG_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.728140627,0.756203014,0.505512679,0.33796161,0.621273713,0.426115242,,,,,,,,,,,,,,,
2,fold_2,0.727989089,0.760657286,0.514995947,0.341789199,0.616031028,0.442432683,,,,,,,,,,,,,,,
3,fold_3,0.722836793,0.763190855,0.550282764,0.352243503,0.584639498,0.519739898,,,,,,,,,,,,,,,
4,fold_4,0.731019851,0.759551319,0.487438637,0.337571264,0.644274809,0.392011147,,,,,,,,,,,,,,,
5,fold_5,0.732383694,0.760729518,0.510532151,0.347941328,0.632989691,0.427775197,,,,,,,,,,,,,,,
6,mean,0.728474011,0.760066398,0.513752436,0.343501381,0.619841748,0.441614833,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.00367054,0.002536836,0.022949352,0.006421151,0.022503407,0.047424923,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,PUM2_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.872254594,0.938021863,0.800559832,0.708350615,0.837481698,0.766756032,,,,,,,,,,,,,,,
2,fold_2,0.870461676,0.938046887,0.80137457,0.705926124,0.823446328,0.780455154,,,,,,,,,,,,,,,
3,fold_3,0.888390856,0.946441652,0.827681661,0.74622762,0.856733524,0.800535475,,,,,,,,,,,,,,,
4,fold_4,0.873599283,0.939289052,0.807639836,0.713854224,0.823365786,0.792503347,,,,,,,,,,,,,,,
5,fold_5,0.883460332,0.942724835,0.824324324,0.737197348,0.83106267,0.81769437,,,,,,,,,,,,,,,
6,mean,0.877633348,0.940904858,0.812316045,0.722311186,0.834418001,0.791588876,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.007847217,0.003642077,0.01284613,0.018224171,0.013794529,0.019384302,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,RBM15_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.702539299,0.710589692,0.438996579,0.26513595,0.574626866,0.355166052,,,,,,,,,,,,,,,
2,fold_2,0.713422007,0.727362022,0.478547855,0.301436209,0.592643052,0.401291513,,,,,,,,,,,,,,,
3,fold_3,0.70828295,0.723943677,0.457560427,0.283395517,0.585611511,0.375461255,,,,,,,,,,,,,,,
4,fold_4,0.69286578,0.718393274,0.384242424,0.224935045,0.560070671,0.292435424,,,,,,,,,,,,,,,
5,fold_5,0.715538089,0.723716576,0.43954735,0.291816399,0.620168067,0.340405904,,,,,,,,,,,,,,,
6,mean,0.706529625,0.720801048,0.439778927,0.273343824,0.586624033,0.35295203,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.009142687,0.006547747,0.035014927,0.030175461,0.022424702,0.04082872,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,RPS3_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.707692308,0.761533315,0.497797357,0.296808157,0.549432739,0.455033557,,,,,,,,,,,,,,,
2,fold_2,0.714102564,0.757864468,0.393472348,0.261290163,0.602777778,0.292059219,,,,,,,,,,,,,,,
3,fold_3,0.701282051,0.746631882,0.479523455,0.276805851,0.538461538,0.432214765,,,,,,,,,,,,,,,
4,fold_4,0.717521368,0.75044814,0.513612951,0.319782522,0.566558442,0.469717362,,,,,,,,,,,,,,,
5,fold_5,0.698717949,0.743145667,0.424489796,0.243139206,0.540540541,0.349462366,,,,,,,,,,,,,,,
6,mean,0.707863248,0.751924694,0.461779181,0.27956518,0.559554207,0.399697454,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.008049631,0.007662766,0.050880324,0.029929904,0.026581011,0.076045712,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,SND1_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.705080123,0.710097097,0.361623616,0.219224466,0.549327354,0.269526953,,,,,,,,,,,,,,,
2,fold_2,0.705421071,0.713871272,0.36377025,0.219907937,0.54767184,0.272326351,,,,,,,,,,,,,,,
3,fold_3,0.69928401,0.718313136,0.31201248,0.186762232,0.536193029,0.220022002,,,,,,,,,,,,,,,
4,fold_4,0.692465053,0.702928156,0.420308483,0.224669823,0.50462963,0.360132159,,,,,,,,,,,,,,,
5,fold_5,0.710876236,0.72405667,0.316129032,0.216981604,0.590361446,0.215859031,,,,,,,,,,,,,,,
6,mean,0.702625298,0.713853266,0.354768773,0.213509212,0.54563666,0.267573299,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.007005628,0.00802289,0.044001702,0.015212047,0.03077673,0.058157205,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,UCHL5_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.731730769,0.730715614,0.49790042,0.345150217,0.6484375,0.404089581,,,,,,,,,,,,,,,
2,fold_2,0.71474359,0.721110755,0.479532164,0.305449042,0.600292826,0.399221032,,,,,,,,,,,,,,,
3,fold_3,0.72099359,0.725928711,0.441091493,0.306623069,0.647502356,0.334469328,,,,,,,,,,,,,,,
4,fold_4,0.72724359,0.727350837,0.471428571,0.328256576,0.650943396,0.369522882,,,,,,,,,,,,,,,
5,fold_5,0.724358974,0.723751588,0.484103179,0.32572496,0.63046875,0.392891918,,,,,,,,,,,,,,,
6,mean,0.723814103,0.725771501,0.474811165,0.322240773,0.635528966,0.380038948,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.006421864,0.003632006,0.021155385,0.016575939,0.021300166,0.028717425,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,UPF1_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.78906628,0.838750674,0.650641026,0.50525855,0.713532513,0.597938144,,,,,,,,,,,,,,,
2,fold_2,0.786163522,0.848647464,0.620274914,0.490228998,0.744329897,0.531664212,,,,,,,,,,,,,,,
3,fold_3,0.791485244,0.848437374,0.639028476,0.505664243,0.740776699,0.56185567,,,,,,,,,,,,,,,
4,fold_4,0.785195936,0.844940114,0.636661211,0.492983622,0.716390424,0.572901325,,,,,,,,,,,,,,,
5,fold_5,0.784470247,0.834888065,0.63378545,0.49049588,0.716542751,0.56816507,,,,,,,,,,,,,,,
6,mean,0.787276246,0.843132738,0.636078215,0.496926258,0.726314457,0.566504884,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.002930843,0.006103177,0.010910092,0.007866494,0.014925342,0.023807605,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,UPF1_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.754965692,0.812181208,0.607690084,0.434128682,0.660590823,0.562633833,,,,,,,,,,,,,,,
2,fold_2,0.749187432,0.798953808,0.598670904,0.420872633,0.651162791,0.554010695,,,,,,,,,,,,,,,
3,fold_3,0.746659444,0.795193805,0.580818644,0.40871245,0.658536585,0.519508284,,,,,,,,,,,,,,,
4,fold_4,0.753159986,0.799962454,0.574010595,0.418257389,0.688340807,0.492250134,,,,,,,,,,,,,,,
5,fold_5,0.740158902,0.787579196,0.565125416,0.391115436,0.650208623,0.499732763,,,,,,,,,,,,,,,
6,mean,0.748826291,0.798774094,0.585263128,0.414617318,0.661767926,0.525627142,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.005840001,0.008935035,0.017568702,0.015970898,0.015524429,0.031611332,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,YBX3_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.713135959,0.650482217,0.189277011,0.135894392,0.527149321,0.115346535,,,,,,,,,,,,,,,
2,fold_2,0.697614257,0.63730987,0.297261189,0.148047829,0.45687885,0.22029703,,,,,,,,,,,,,,,
3,fold_3,0.714429434,0.664574325,0.213692125,0.149229168,0.531496063,0.133729569,,,,,,,,,,,,,,,
4,fold_4,0.716872665,0.651270657,0.201135442,0.153214964,0.556053812,0.122772277,,,,,,,,,,,,,,,
5,fold_5,0.714716873,0.653542009,0.206951658,0.147576869,0.535123967,0.128281327,,,,,,,,,,,,,,,
6,mean,0.711353837,0.651435816,0.221663485,0.146792644,0.521340403,0.144085348,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.007797095,0.009715136,0.043200919,0.006483541,0.037706697,0.043143354,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,ZNF622_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.724421795,0.729268979,0.47732342,0.323454169,0.634387352,0.382598331,,,,,,,,,,,,,,,
2,fold_2,0.725597805,0.726443885,0.447949527,0.318805995,0.662004662,0.338498212,,,,,,,,,,,,,,,
3,fold_3,0.725401803,0.737818924,0.456344587,0.319843229,0.653333333,0.350626118,,,,,,,,,,,,,,,
4,fold_4,0.738337907,0.735455355,0.477085781,0.354956721,0.694412771,0.363365155,,,,,,,,,,,,,,,
5,fold_5,0.714229714,0.727419047,0.5067659,0.316136535,0.584699454,0.447164179,,,,,,,,,,,,,,,
6,mean,0.725597805,0.731281238,0.473093843,0.32663933,0.645767514,0.376450399,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.008558112,0.005062862,0.022805737,0.016045846,0.040453874,0.042768918,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
