,Test,=,==,===,====,=====,======,,,,acc,auc,f1,mcc,precision,recall,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.005205584,0.004130783,0.015293797,0.010419524,0.016845365,0.01715236,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,PABPC4_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.737672584,0.647079084,0.491071429,0.345579412,0.645973154,0.396090535,,,,,,,,,,,,,,,
2,fold_2,0.727153189,0.624888173,0.444444444,0.308911511,0.636015326,0.341563786,,,,,,,,,,,,,,,
3,fold_3,0.731097962,0.636245303,0.470207254,0.325179643,0.634615385,0.37345679,,,,,,,,,,,,,,,
4,fold_4,0.72748192,0.62185543,0.435670524,0.307376811,0.643863179,0.329218107,,,,,,,,,,,,,,,
5,fold_5,0.732741617,0.63772589,0.472420506,0.329378841,0.639718805,0.374485597,,,,,,,,,,,,,,,
6,mean,0.731229454,0.633558776,0.462762831,0.323285244,0.64003717,0.362962963,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.004315026,0.010241199,0.022470109,0.015791081,0.004887397,0.027096898,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,PPIG_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.747460087,0.688581112,0.573877551,0.402854403,0.647031753,0.515584892,,,,,,,,,,,,,,,
2,fold_2,0.742864054,0.673885183,0.547274276,0.383857963,0.652615541,0.471213788,,,,,,,,,,,,,,,
3,fold_3,0.747460087,0.692957529,0.581898278,0.406715567,0.640935157,0.532819949,,,,,,,,,,,,,,,
4,fold_4,0.747822932,0.684196059,0.565353346,0.399793763,0.655072464,0.497249725,,,,,,,,,,,,,,,
5,fold_5,0.738993711,0.685151136,0.571144674,0.388262235,0.623427332,0.526952695,,,,,,,,,,,,,,,
6,mean,0.744920174,0.684954204,0.567909625,0.396296786,0.643816449,0.50876421,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.003894834,0.007077154,0.012981875,0.009785966,0.012634061,0.024993193,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,PUM2_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.873575499,0.854732527,0.810666667,0.716103002,0.826086957,0.795811518,,,,,,,,,,,,,,,
2,fold_2,0.87037037,0.854333852,0.808421053,0.710492839,0.812698413,0.804188482,,,,,,,,,,,,,,,
3,fold_3,0.874287749,0.853496099,0.810112964,0.716863272,0.832964602,0.788481675,,,,,,,,,,,,,,,
4,fold_4,0.871082621,0.847007965,0.802832244,0.708565533,0.836549376,0.771727749,,,,,,,,,,,,,,,
5,fold_5,0.872863248,0.866625509,0.819240506,0.722284386,0.793137255,0.847120419,,,,,,,,,,,,,,,
6,mean,0.872435897,0.85523919,0.810254687,0.714861807,0.82028732,0.801465969,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.001658948,0.007097817,0.005903169,0.005462876,0.017702551,0.028180966,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,RBM15_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.756652153,0.687878717,0.56749785,0.41313189,0.670731707,0.491803279,,,,,,,,,,,,,,,
2,fold_2,0.753749395,0.67973137,0.552724077,0.402475472,0.673447537,0.468703428,,,,,,,,,,,,,,,
3,fold_3,0.755926463,0.690050399,0.571913449,0.413515734,0.664039409,0.502235469,,,,,,,,,,,,,,,
4,fold_4,0.755926463,0.688695933,0.569355527,0.412505046,0.666333666,0.497019374,,,,,,,,,,,,,,,
5,fold_5,0.753991292,0.690165696,0.572868543,0.410542419,0.656400385,0.508196721,,,,,,,,,,,,,,,
6,mean,0.755249153,0.687304423,0.566871889,0.410434112,0.666190541,0.493591654,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.001295897,0.004340061,0.00818685,0.004593878,0.006591305,0.015185477,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,RPS3_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.734580735,0.677734247,0.55875576,0.374229796,0.613924051,0.512684989,,,,,,,,,,,,,,,
2,fold_2,0.738392238,0.683006582,0.566838784,0.384277325,0.619824341,0.522198732,,,,,,,,,,,,,,,
3,fold_3,0.730769231,0.666774918,0.539419087,0.358413543,0.614035088,0.480972516,,,,,,,,,,,,,,,
4,fold_4,0.738045738,0.6608133,0.522123894,0.3642324,0.649371069,0.436575053,,,,,,,,,,,,,,,
5,fold_5,0.736313236,0.695271463,0.588870881,0.395137895,0.602209945,0.576109937,,,,,,,,,,,,,,,
6,mean,0.735620236,0.676720102,0.555201681,0.375258192,0.619872899,0.505708245,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.003108863,0.013570505,0.025616884,0.014856945,0.017688932,0.051643644,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,SND1_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.741680306,0.664151381,0.523402114,0.354957813,0.597014925,0.465949821,,,,,,,,,,,,,,,
2,fold_2,0.728859793,0.649140839,0.5,0.322372006,0.569954128,0.445340502,,,,,,,,,,,,,,,
3,fold_3,0.732951446,0.649058613,0.497691124,0.327373461,0.582232893,0.434587814,,,,,,,,,,,,,,,
4,fold_4,0.734588107,0.631842716,0.458542014,0.311991383,0.604992658,0.369175627,,,,,,,,,,,,,,,
5,fold_5,0.740316421,0.665942441,0.527308838,0.355114534,0.591314031,0.475806452,,,,,,,,,,,,,,,
6,mean,0.735679214,0.652027198,0.501388818,0.33436184,0.589101727,0.438172043,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.005306895,0.013831004,0.027422085,0.019671676,0.013544797,0.04187091,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,UCHL5_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.737307692,0.656063187,0.511561383,0.3631381,0.666873835,0.414926527,,,,,,,,,,,,,,,
2,fold_2,0.744487179,0.661043532,0.51755023,0.38044787,0.691909385,0.413379737,,,,,,,,,,,,,,,
3,fold_3,0.736410256,0.654612292,0.508838987,0.360510528,0.665625,0.411832947,,,,,,,,,,,,,,,
4,fold_4,0.740512821,0.66284597,0.524882629,0.373456963,0.66786141,0.43232792,,,,,,,,,,,,,,,
5,fold_5,0.740897436,0.659722797,0.5173155,0.372340427,0.676452217,0.418793503,,,,,,,,,,,,,,,
6,mean,0.739923077,0.658857556,0.516029746,0.369978777,0.673744369,0.418252127,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.003213579,0.00343749,0.006205076,0.008119724,0.011011788,0.008282915,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,UPF1_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.81041181,0.772103967,0.698206555,0.563180403,0.745214521,0.656777196,,,,,,,,,,,,,,,
2,fold_2,0.802836053,0.768447901,0.692517419,0.548804648,0.722503161,0.664921466,,,,,,,,,,,,,,,
3,fold_3,0.806721057,0.774120185,0.700210907,0.558651406,0.72625,0.675974404,,,,,,,,,,,,,,,
4,fold_4,0.804390054,0.769179267,0.693641618,0.551669203,0.727040816,0.663176265,,,,,,,,,,,,,,,
5,fold_5,0.806721057,0.765562136,0.689159638,0.553219523,0.744264507,0.641652123,,,,,,,,,,,,,,,
6,mean,0.806216006,0.769882691,0.694747227,0.555105037,0.733054601,0.660500291,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.002866754,0.003320807,0.004450683,0.005762883,0.010808871,0.012602288,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,UPF1_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.768078364,0.725611381,0.633257403,0.466539224,0.675084993,0.596310596,,,,,,,,,,,,,,,
2,fold_2,0.7653414,0.717823642,0.621250872,0.456357335,0.678172589,0.573144573,,,,,,,,,,,,,,,
3,fold_3,0.768366465,0.722646338,0.628465804,0.464560275,0.681021532,0.583440583,,,,,,,,,,,,,,,
4,fold_4,0.767502161,0.726026147,0.634013605,0.466098812,0.672438672,0.5997426,,,,,,,,,,,,,,,
5,fold_5,0.765917603,0.715287599,0.616835652,0.455334658,0.684816754,0.561132561,,,,,,,,,,,,,,,
6,mean,0.767041199,0.721479022,0.626764667,0.461778061,0.678306908,0.582754183,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.001341297,0.004764737,0.007526352,0.005476769,0.00486267,0.01606777,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,YBX3_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.720605221,0.588892033,0.360222163,0.23385009,0.560955519,0.265290222,,,,,,,,,,,,,,,
2,fold_2,0.721182721,0.589527857,0.361375661,0.235604006,0.563066777,0.266069342,,,,,,,,,,,,,,,
3,fold_3,0.72037422,0.594925893,0.378114565,0.240762547,0.55505279,0.286716011,,,,,,,,,,,,,,,
4,fold_4,0.718526219,0.59507747,0.38068615,0.238099253,0.54751462,0.291780288,,,,,,,,,,,,,,,
5,fold_5,0.720951721,0.587335233,0.355045382,0.23259375,0.56403732,0.259057265,,,,,,,,,,,,,,,
6,mean,0.72032802,0.591151697,0.367088784,0.236181929,0.558125405,0.273782626,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.001054156,0.003604323,0.011524864,0.003290315,0.006881264,0.014488273,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,ZNF622_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.733427142,0.65726514,0.517407303,0.359162373,0.654727794,0.427702387,,,,,,,,,,,,,,,
2,fold_2,0.733739837,0.666359592,0.537605213,0.366571173,0.640362225,0.463266261,,,,,,,,,,,,,,,
3,fold_3,0.737961226,0.656123293,0.510799766,0.367150727,0.678820791,0.409452504,,,,,,,,,,,,,,,
4,fold_4,0.736866792,0.663228564,0.528439339,0.369398256,0.658519553,0.441272812,,,,,,,,,,,,,,,
5,fold_5,0.739368355,0.668254448,0.537843083,0.377265212,0.659863946,0.453907347,,,,,,,,,,,,,,,
6,mean,0.73627267,0.662246208,0.526418941,0.367909548,0.658458862,0.439120262,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.002612458,0.005391777,0.01209229,0.006492781,0.013765857,0.021312346,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
