,Test,=,==,===,====,=====,======,,,,acc,auc,f1,mcc,precision,recall,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std
0,AKAP1_HepG2,acc,auc,f1,mcc,precision,recall,,,AKAP1_HepG2,0.790243902,0.743742996,0.654817476,0.508472049,0.70764682,0.609770115,0.005471723,0.008093764,0.011612669,0.013596277,0.013326182,0.021035756
1,fold_1,0.790494059,0.743780617,0.654994851,0.50874503,0.708240535,0.609195402,,,BCLAF1_HepG2,0.77008547,0.718460677,0.619418152,0.461297756,0.68472284,0.565879733,0.002404308,0.005979027,0.009476666,0.007481383,0.008103449,0.019490868
2,fold_2,0.797060663,0.755812495,0.672056594,0.527444498,0.711229947,0.63697318,,,DDX3X_HepG2,0.870289855,0.849347727,0.801866772,0.705970447,0.818354523,0.786310518,0.002402381,0.004758538,0.004991914,0.005810253,0.009746154,0.015368909
3,fold_3,0.782676673,0.733781844,0.640455251,0.489385421,0.696287964,0.592911877,,,DDX3X_K562,0.842514475,0.804943221,0.745208072,0.636081816,0.806404232,0.69278607,0.001715173,0.004163319,0.005229493,0.004593707,0.005341786,0.012058905
4,fold_4,0.793308318,0.739946531,0.64933687,0.511139897,0.727705113,0.586206897,,,DDX24_K562,0.69994302,0.624110735,0.468698435,0.27239278,0.552609718,0.407005254,0.007072187,0.010048765,0.017233556,0.019978832,0.013633322,0.01913866
5,fold_5,0.7876798,0.745393494,0.657243816,0.505645402,0.694770544,0.623563218,,,FAM120A_K562,0.778285256,0.740539164,0.658219255,0.497627808,0.703624427,0.618815331,0.009709244,0.008705924,0.012098759,0.020799785,0.023971477,0.016038812
6,mean,0.790243902,0.743742996,0.654817476,0.508472049,0.70764682,0.609770115,,,G3BP1_HepG2,0.700576923,0.606337205,0.422330533,0.252219131,0.566361621,0.337080868,0.002751561,0.00515754,0.013014215,0.008323674,0.009328434,0.017838926
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,GRWD1_HepG2,0.709969231,0.625595984,0.462586907,0.285783285,0.579159009,0.385759494,0.003354489,0.007926245,0.018018565,0.011913067,0.009109738,0.025936822
8,mean_std,0.005471723,0.008093764,0.011612669,0.013596277,0.013326182,0.021035756,,,IGF2BP1_K562,0.766168091,0.724464731,0.631558066,0.46395795,0.672407057,0.597454931,0.006298487,0.004562494,0.007955049,0.006239095,0.026088794,0.034530486
9, , , , , , , ,,,LARP4_HepG2,0.722051282,0.62566457,0.451154754,0.302953528,0.620017965,0.354948805,0.004179678,0.003592738,0.008409535,0.009388381,0.017431547,0.013193872
,Test,=,==,===,====,=====,======,,,LIN28B_K562,0.675259875,0.558418362,0.310961312,0.154464938,0.498434727,0.226524064,0.005205584,0.004130783,0.015293797,0.010419524,0.016845365,0.01715236
0,BCLAF1_HepG2,acc,auc,f1,mcc,precision,recall,,,PABPC4_K562,0.731229454,0.633558776,0.462762831,0.323285244,0.64003717,0.362962963,0.004315026,0.010241199,0.022470109,0.015791081,0.004887397,0.027096898
1,fold_1,0.767094017,0.715955224,0.61605733,0.454718945,0.677531392,0.56481069,,,PPIG_HepG2,0.744920174,0.684954204,0.567909625,0.396296786,0.643816449,0.50876421,0.003894834,0.007077154,0.012981875,0.009785966,0.012634061,0.024993193
2,fold_2,0.768420277,0.711709865,0.608544028,0.453763254,0.690307997,0.544097996,,,PUM2_K562,0.872435897,0.85523919,0.810254687,0.714861807,0.82028732,0.801465969,0.001658948,0.007097817,0.005903169,0.005462876,0.017702551,0.028180966
3,fold_3,0.772988506,0.72705979,0.63282088,0.472128786,0.680594719,0.591314031,,,RBM15_K562,0.755249153,0.687304423,0.566871889,0.410434112,0.666190541,0.493591654,0.001295897,0.004340061,0.00818685,0.004593878,0.006591305,0.015185477
4,fold_4,0.771809608,0.715875181,0.614848899,0.462184911,0.696141932,0.550556793,,,RPS3_HepG2,0.735620236,0.676720102,0.555201681,0.375258192,0.619872899,0.505708245,0.003108863,0.013570505,0.025616884,0.014856945,0.017688932,0.051643644
5,fold_5,0.770114943,0.721703323,0.624819625,0.463692883,0.67903816,0.578619154,,,SND1_HepG2,0.735679214,0.652027198,0.501388818,0.33436184,0.589101727,0.438172043,0.005306895,0.013831004,0.027422085,0.019671676,0.013544797,0.04187091
6,mean,0.77008547,0.718460677,0.619418152,0.461297756,0.68472284,0.565879733,,,UCHL5_K562,0.739923077,0.658857556,0.516029746,0.369978777,0.673744369,0.418252127,0.003213579,0.00343749,0.006205076,0.008119724,0.011011788,0.008282915
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,UPF1_HepG2,0.806216006,0.769882691,0.694747227,0.555105037,0.733054601,0.660500291,0.002866754,0.003320807,0.004450683,0.005762883,0.010808871,0.012602288
8,mean_std,0.002404308,0.005979027,0.009476666,0.007481383,0.008103449,0.019490868,,,UPF1_K562,0.767041199,0.721479022,0.626764667,0.461778061,0.678306908,0.582754183,0.001341297,0.004764737,0.007526352,0.005476769,0.00486267,0.01606777
9, , , , , , , ,,,YBX3_K562,0.72032802,0.591151697,0.367088784,0.236181929,0.558125405,0.273782626,0.001054156,0.003604323,0.011524864,0.003290315,0.006881264,0.014488273
,Test,=,==,===,====,=====,======,,,ZNF622_K562,0.73627267,0.662246208,0.526418941,0.367909548,0.658458862,0.439120262,0.002612458,0.005391777,0.01209229,0.006492781,0.013765857,0.021312346
0,DDX3X_HepG2,acc,auc,f1,mcc,precision,recall,,,AVG.,0.757741022,0.69159302,0.56464812,0.413030583,0.658669963,0.50306408,0.003692433,0.006536182,0.012168839,0.009902221,0.012422988,0.021523139
1,fold_1,0.870680045,0.850681401,0.80322307,0.707158477,0.81637931,0.79048414,,,,,,,,,,,,,,,
2,fold_2,0.86761427,0.842135428,0.794283239,0.697967772,0.825382538,0.765442404,,,,,,,,,,,,,,,
3,fold_3,0.873745819,0.854231599,0.807969479,0.714156934,0.8208441,0.795492487,,,,,,,,,,,,,,,
4,fold_4,0.870958751,0.847351932,0.800688765,0.706185193,0.826666667,0.776293823,,,,,,,,,,,,,,,
5,fold_5,0.86845039,0.852338276,0.803169308,0.704383861,0.8025,0.803839733,,,,,,,,,,,,,,,
6,mean,0.870289855,0.849347727,0.801866772,0.705970447,0.818354523,0.786310518,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.002402381,0.004758538,0.004991914,0.005810253,0.009746154,0.015368909,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,DDX3X_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.843672457,0.807995339,0.749003984,0.639332426,0.803418803,0.701492537,,,,,,,,,,,,,,,
2,fold_2,0.839950372,0.797716806,0.736196319,0.628807644,0.814479638,0.671641791,,,,,,,,,,,,,,,
3,fold_3,0.843258892,0.807061348,0.747837658,0.638202367,0.804005722,0.699004975,,,,,,,,,,,,,,,
4,fold_4,0.841604632,0.805197988,0.745176314,0.634329523,0.801144492,0.696517413,,,,,,,,,,,,,,,
5,fold_5,0.844086022,0.806744623,0.747826087,0.63973712,0.808972504,0.695273632,,,,,,,,,,,,,,,
6,mean,0.842514475,0.804943221,0.745208072,0.636081816,0.806404232,0.69278607,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.001715173,0.004163319,0.005229493,0.004593707,0.005341786,0.012058905,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,DDX24_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.708547009,0.638013191,0.493313522,0.29870966,0.567844926,0.436077058,,,,,,,,,,,,,,,
2,fold_2,0.694871795,0.61609071,0.454406521,0.25697116,0.543239951,0.390542907,,,,,,,,,,,,,,,
3,fold_3,0.692592593,0.61553492,0.455325593,0.253833676,0.537544696,0.394921191,,,,,,,,,,,,,,,
4,fold_4,0.697435897,0.619577806,0.460365854,0.264133325,0.54842615,0.396672504,,,,,,,,,,,,,,,
5,fold_5,0.706267806,0.631337048,0.480080686,0.288316079,0.565992866,0.416812609,,,,,,,,,,,,,,,
6,mean,0.69994302,0.624110735,0.468698435,0.27239278,0.552609718,0.407005254,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.007072187,0.010048765,0.017233556,0.019978832,0.013633322,0.01913866,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,FAM120A_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.776442308,0.738362689,0.65512979,0.492981924,0.7001321,0.615563298,,,,,,,,,,,,,,,
2,fold_2,0.794471154,0.751574337,0.673040153,0.530586751,0.745762712,0.613240418,,,,,,,,,,,,,,,
3,fold_3,0.770432692,0.730751526,0.644320298,0.478500373,0.692,0.602787456,,,,,,,,,,,,,,,
4,fold_4,0.771233974,0.734662064,0.650336803,0.482676388,0.687823834,0.616724739,,,,,,,,,,,,,,,
5,fold_5,0.778846154,0.747345203,0.668269231,0.503393602,0.692403487,0.645760743,,,,,,,,,,,,,,,
6,mean,0.778285256,0.740539164,0.658219255,0.497627808,0.703624427,0.618815331,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.009709244,0.008705924,0.012098759,0.020799785,0.023971477,0.016038812,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,G3BP1_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.698717949,0.604499963,0.419753086,0.247443099,0.561056106,0.33530572,,,,,,,,,,,,,,,
2,fold_2,0.704166667,0.603933815,0.410976388,0.254952648,0.582278481,0.317554241,,,,,,,,,,,,,,,
3,fold_3,0.702884615,0.615512455,0.444577591,0.265691622,0.566412214,0.365877712,,,,,,,,,,,,,,,
4,fold_4,0.698076923,0.604536489,0.420664207,0.246607676,0.558823529,0.337278107,,,,,,,,,,,,,,,
5,fold_5,0.699038462,0.603203302,0.415681394,0.246400612,0.563237774,0.32938856,,,,,,,,,,,,,,,
6,mean,0.700576923,0.606337205,0.422330533,0.252219131,0.566361621,0.337080868,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.002751561,0.00515754,0.013014215,0.008323674,0.009328434,0.017838926,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,GRWD1_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.708410256,0.631689989,0.479017775,0.290484488,0.569003047,0.413607595,,,,,,,,,,,,,,,
2,fold_2,0.710564103,0.629494967,0.471931138,0.290743256,0.577380952,0.399050633,,,,,,,,,,,,,,,
3,fold_3,0.705333333,0.615248699,0.441376628,0.268018187,0.572365103,0.359177215,,,,,,,,,,,,,,,
4,fold_4,0.714358974,0.632549317,0.475814041,0.299123588,0.587087784,0.4,,,,,,,,,,,,,,,
5,fold_5,0.711179487,0.618996946,0.444794953,0.280546908,0.589958159,0.356962025,,,,,,,,,,,,,,,
6,mean,0.709969231,0.625595984,0.462586907,0.285783285,0.579159009,0.385759494,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.003354489,0.007926245,0.018018565,0.011913067,0.009109738,0.025936822,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,IGF2BP1_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.767806268,0.71903997,0.622685185,0.461015855,0.685350318,0.570519618,,,,,,,,,,,,,,,
2,fold_2,0.757478632,0.727254868,0.637573177,0.455352377,0.639957265,0.635206787,,,,,,,,,,,,,,,
3,fold_3,0.772792023,0.722793321,0.627771295,0.471525,0.697795071,0.570519618,,,,,,,,,,,,,,,
4,fold_4,0.770655271,0.722495373,0.627745665,0.467924431,0.689961881,0.575821845,,,,,,,,,,,,,,,
5,fold_5,0.762108262,0.730740123,0.642015005,0.463972085,0.648970748,0.635206787,,,,,,,,,,,,,,,
6,mean,0.766168091,0.724464731,0.631558066,0.46395795,0.672407057,0.597454931,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.006298487,0.004562494,0.007955049,0.006239095,0.026088794,0.034530486,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,LARP4_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.718315018,0.624104119,0.451106353,0.294902905,0.605363985,0.359499431,,,,,,,,,,,,,,,
2,fold_2,0.725641026,0.623532525,0.441461596,0.307869344,0.640692641,0.336746303,,,,,,,,,,,,,,,
3,fold_3,0.727106227,0.629093581,0.455010973,0.314850636,0.637295082,0.353811149,,,,,,,,,,,,,,,
4,fold_4,0.721245421,0.62984956,0.462949894,0.305039944,0.609665428,0.373151308,,,,,,,,,,,,,,,
5,fold_5,0.717948718,0.621743067,0.445244957,0.292104811,0.607072692,0.351535836,,,,,,,,,,,,,,,
6,mean,0.722051282,0.62566457,0.451154754,0.302953528,0.620017965,0.354948805,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.004179678,0.003592738,0.008409535,0.009388381,0.017431547,0.013193872,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,LIN28B_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.668052668,0.556485225,0.318634424,0.143063972,0.475583864,0.239572193,,,,,,,,,,,,,,,
2,fold_2,0.678447678,0.562502707,0.319648094,0.164449303,0.508158508,0.23315508,,,,,,,,,,,,,,,
3,fold_3,0.671517672,0.557934091,0.317002882,0.149065959,0.485651214,0.235294118,,,,,,,,,,,,,,,
4,fold_4,0.68018018,0.562391698,0.315789474,0.16659687,0.514492754,0.227807487,,,,,,,,,,,,,,,
5,fold_5,0.678101178,0.55277809,0.283731689,0.149148587,0.508287293,0.196791444,,,,,,,,,,,,,,,
6,mean,0.675259875,0.558418362,0.310961312,0.154464938,0.498434727,0.226524064,,,,,,,,,,,,,,,
