,Test,=,==,===,====,=====,======,,,,acc,auc,f1,mcc,precision,recall,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std
0,PUM2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.928,0.9740125,0.8125,0.769063629,0.847826087,0.78,,,,,,,,,,,,,,,
2,fold_2,0.934,0.9718625,0.833333333,0.792254272,0.841836735,0.825,,,,,,,,,,,,,,,
3,fold_3,0.929,0.97210625,0.813648294,0.771392143,0.856353591,0.775,,,,,,,,,,,,,,,
4,fold_4,0.934,0.975225,0.826315789,0.78737605,0.872222222,0.785,,,,,,,,,,,,,,,
5,fold_5,0.931,0.975025,0.820779221,0.77904171,0.854054054,0.79,,,,,,,,,,,,,,,
6,mean,0.9312,0.97364625,0.821315328,0.779825561,0.854458538,0.791,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.002774887,0.001587522,0.008749541,0.009987979,0.011430252,0.019811613,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,QKI,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.932865731,0.956973684,0.838554217,0.797075587,0.809302326,0.87,,,,,,,,,,,,,,,
2,fold_2,0.929859719,0.950175439,0.821428571,0.778061181,0.838541667,0.805,,,,,,,,,,,,,,,
3,fold_3,0.95490982,0.961234336,0.885496183,0.857645833,0.901554404,0.87,,,,,,,,,,,,,,,
4,fold_4,0.948897796,0.955206767,0.872180451,0.840249946,0.874371859,0.87,,,,,,,,,,,,,,,
5,fold_5,0.946893788,0.958339599,0.866498741,0.833392464,0.873096447,0.86,,,,,,,,,,,,,,,
6,mean,0.942685371,0.956385965,0.856831633,0.821285002,0.85937334,0.855,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.010801213,0.004111871,0.026163602,0.032721416,0.035824526,0.028284271,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,SFRS1,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.867867868,0.891902378,0.635359116,0.560359004,0.709876543,0.575,,,,,,,,,,,,,,,
2,fold_2,0.870870871,0.885175219,0.628242075,0.561889748,0.741496599,0.545,,,,,,,,,,,,,,,
3,fold_3,0.860860861,0.896389237,0.61281337,0.534525994,0.691823899,0.55,,,,,,,,,,,,,,,
4,fold_4,0.864864865,0.886339174,0.64,0.559157756,0.685714286,0.6,,,,,,,,,,,,,,,
5,fold_5,0.868868869,0.894136421,0.626780627,0.557094716,0.728476821,0.55,,,,,,,,,,,,,,,
6,mean,0.866666667,0.890788486,0.628639038,0.554605444,0.71147763,0.564,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.00390262,0.00487655,0.010347632,0.011360775,0.023678542,0.023291629,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,TAF1S,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.865,0.919825,0.571428571,0.525042254,0.782608696,0.45,,,,,,,,,,,,,,,
2,fold_2,0.909,0.95615,0.768447837,0.712017877,0.78238342,0.755,,,,,,,,,,,,,,,
3,fold_3,0.884,0.935075,0.644171779,0.601176383,0.833333333,0.525,,,,,,,,,,,,,,,
4,fold_4,0.887,0.933825,0.674351585,0.618459026,0.795918367,0.585,,,,,,,,,,,,,,,
5,fold_5,0.886,0.9337125,0.685082873,0.621521227,0.765432099,0.62,,,,,,,,,,,,,,,
6,mean,0.8862,0.9357175,0.668696529,0.615643353,0.791935183,0.587,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.015610894,0.013019917,0.071262428,0.066611521,0.025545575,0.113940774,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,TDP-43,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.896793587,0.922092732,0.731070496,0.668377946,0.765027322,0.7,,,,,,,,,,,,,,,
2,fold_2,0.899799599,0.91462406,0.72972973,0.67205182,0.794117647,0.675,,,,,,,,,,,,,,,
3,fold_3,0.903807615,0.919924812,0.725714286,0.679005073,0.846666667,0.635,,,,,,,,,,,,,,,
4,fold_4,0.901803607,0.918264411,0.726256983,0.674312831,0.82278481,0.65,,,,,,,,,,,,,,,
5,fold_5,0.895791583,0.912926065,0.711111111,0.654505233,0.8,0.64,,,,,,,,,,,,,,,
6,mean,0.899599198,0.917566416,0.724776521,0.669650581,0.805719289,0.66,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.003353347,0.003765869,0.007968108,0.009300675,0.030785809,0.027156951,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,TIA1,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.868868869,0.911946183,0.611275964,0.549575534,0.751824818,0.515,,,,,,,,,,,,,,,
2,fold_2,0.868868869,0.920938673,0.567656766,0.537830314,0.834951456,0.43,,,,,,,,,,,,,,,
3,fold_3,0.874874875,0.916827284,0.653739612,0.583534128,0.732919255,0.59,,,,,,,,,,,,,,,
4,fold_4,0.871871872,0.920738423,0.612121212,0.55745019,0.776923077,0.505,,,,,,,,,,,,,,,
5,fold_5,0.880880881,0.921777222,0.651026393,0.594711247,0.787234043,0.555,,,,,,,,,,,,,,,
6,mean,0.873073073,0.918445557,0.619163989,0.564620283,0.77677053,0.519,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.005024985,0.004105896,0.03526862,0.023762664,0.038857919,0.060145657,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,TIAL1,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.858717435,0.880213033,0.581602374,0.513120105,0.715328467,0.49,,,,,,,,,,,,,,,
2,fold_2,0.856713427,0.877055138,0.548895899,0.494504211,0.743589744,0.435,,,,,,,,,,,,,,,
3,fold_3,0.855711423,0.886510025,0.535483871,0.48722224,0.754545455,0.415,,,,,,,,,,,,,,,
4,fold_4,0.866733467,0.879191729,0.609970674,0.544326434,0.737588652,0.52,,,,,,,,,,,,,,,
5,fold_5,0.860721443,0.86887218,0.558730159,0.509202011,0.765217391,0.44,,,,,,,,,,,,,,,
6,mean,0.859719439,0.878368421,0.566936595,0.509675,0.743253942,0.46,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.004367634,0.006369251,0.029364533,0.022062942,0.018854255,0.043445368,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,U2AF65,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.922,0.9616125,0.793650794,0.747687505,0.842696629,0.75,,,,,,,,,,,,,,,
2,fold_2,0.908,0.9542125,0.740112994,0.694004343,0.850649351,0.655,,,,,,,,,,,,,,,
3,fold_3,0.928,0.96785,0.81443299,0.770388083,0.840425532,0.79,,,,,,,,,,,,,,,
4,fold_4,0.915,0.95928125,0.763231198,0.719215748,0.86163522,0.685,,,,,,,,,,,,,,,
5,fold_5,0.913,0.95573125,0.75900277,0.712865132,0.850931677,0.685,,,,,,,,,,,,,,,
6,mean,0.9172,0.9597375,0.774086149,0.728832162,0.849267682,0.713,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.007854935,0.005387766,0.029623286,0.030177877,0.00835159,0.055294665,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,Y2AF65,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.878757515,0.924517544,0.655270655,0.591929124,0.761589404,0.575,,,,,,,,,,,,,,,
2,fold_2,0.887775551,0.927725564,0.712820513,0.643465722,0.731578947,0.695,,,,,,,,,,,,,,,
3,fold_3,0.869739479,0.915062657,0.642857143,0.568305778,0.713414634,0.585,,,,,,,,,,,,,,,
4,fold_4,0.876753507,0.919993734,0.643478261,0.58205165,0.765517241,0.555,,,,,,,,,,,,,,,
5,fold_5,0.874749499,0.92127193,0.624624625,0.569668198,0.781954887,0.52,,,,,,,,,,,,,,,
6,mean,0.87755511,0.921714286,0.655810239,0.591084094,0.750811023,0.586,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.006623845,0.004780007,0.033700391,0.030836773,0.027707171,0.065802736,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
