,Test,=,==,===,====,=====,======,,,,acc,auc,f1,mcc,precision,recall,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std
5,fold_5,0.793,0.7511875,0.268551237,0.193923334,0.457831325,0.19,,,,,,,,,,,,,,,
6,mean,0.8018,0.7618025,0.304014032,0.235993209,0.508927667,0.217,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.006610598,0.0095131,0.035696996,0.036613459,0.038175798,0.029706902,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,PUM2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.888,0.93879375,0.685393258,0.625593654,0.782051282,0.61,,,,,,,,,,,,,,,
2,fold_2,0.876,0.91740625,0.678756477,0.602662505,0.704301075,0.655,,,,,,,,,,,,,,,
3,fold_3,0.904,0.94290625,0.744680851,0.687988774,0.795454545,0.7,,,,,,,,,,,,,,,
4,fold_4,0.889,0.9285,0.713178295,0.645018117,0.737967914,0.69,,,,,,,,,,,,,,,
5,fold_5,0.884,0.92573125,0.702564103,0.630893268,0.721052632,0.685,,,,,,,,,,,,,,,
6,mean,0.8882,0.9306675,0.704914597,0.638431264,0.74816549,0.668,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.01020784,0.010256075,0.026079199,0.031624212,0.039203591,0.036503424,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,QKI,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.916,0.9390125,0.770491803,0.724305362,0.84939759,0.705,,,,,,,,,,,,,,,
2,fold_2,0.907,0.93361875,0.754617414,0.699095811,0.798882682,0.715,,,,,,,,,,,,,,,
3,fold_3,0.903,0.92575,0.755667506,0.695191174,0.76142132,0.75,,,,,,,,,,,,,,,
4,fold_4,0.921,0.95389375,0.788203753,0.742900266,0.849710983,0.735,,,,,,,,,,,,,,,
5,fold_5,0.913,0.92910625,0.779746835,0.72564232,0.78974359,0.77,,,,,,,,,,,,,,,
6,mean,0.912,0.93627625,0.769745463,0.717426987,0.809831233,0.735,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.007141428,0.011035585,0.014733802,0.019963436,0.038803334,0.026220221,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,SFRS1,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.856856857,0.875926158,0.580645161,0.508491818,0.70212766,0.495,,,,,,,,,,,,,,,
2,fold_2,0.847847848,0.846627034,0.512820513,0.456519853,0.714285714,0.4,,,,,,,,,,,,,,,
3,fold_3,0.852852853,0.85669587,0.553191489,0.486181194,0.705426357,0.455,,,,,,,,,,,,,,,
4,fold_4,0.863863864,0.857033792,0.564102564,0.51995008,0.785714286,0.44,,,,,,,,,,,,,,,
5,fold_5,0.834834835,0.841314143,0.498480243,0.4190437,0.635658915,0.41,,,,,,,,,,,,,,,
6,mean,0.851251251,0.855519399,0.541847994,0.478037329,0.708642586,0.44,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.010887468,0.013237983,0.034830007,0.040907601,0.053271232,0.037914377,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,TAF1S,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.824,0.8462375,0.428571429,0.357625661,0.611111111,0.33,,,,,,,,,,,,,,,
2,fold_2,0.829,0.85899375,0.463949843,0.387598681,0.621848739,0.37,,,,,,,,,,,,,,,
3,fold_3,0.831,0.850325,0.492492492,0.407863089,0.616541353,0.41,,,,,,,,,,,,,,,
4,fold_4,0.824,0.85111875,0.401360544,0.344380091,0.627659574,0.295,,,,,,,,,,,,,,,
5,fold_5,0.824,0.85901875,0.460122699,0.375170224,0.595238095,0.375,,,,,,,,,,,,,,,
6,mean,0.8264,0.85313875,0.449299402,0.374527549,0.614479775,0.356,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.003361547,0.005667457,0.035089903,0.02488508,0.012387988,0.04435651,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,TDP-43,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.894,0.88686875,0.682634731,0.639948681,0.850746269,0.57,,,,,,,,,,,,,,,
2,fold_2,0.888,0.86975625,0.65,0.615457455,0.866666667,0.52,,,,,,,,,,,,,,,
3,fold_3,0.894,0.87816875,0.695402299,0.643480735,0.817567568,0.605,,,,,,,,,,,,,,,
4,fold_4,0.891,0.88466875,0.676557864,0.629639868,0.832116788,0.57,,,,,,,,,,,,,,,
5,fold_5,0.885,0.89123125,0.693333333,0.62505411,0.742857143,0.65,,,,,,,,,,,,,,,
6,mean,0.8904,0.88213875,0.679585645,0.63071617,0.821990887,0.583,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.003911521,0.008374583,0.018254727,0.0113382,0.047976678,0.048166378,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,TIA1,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.842842843,0.877891114,0.562674095,0.472982606,0.635220126,0.505,,,,,,,,,,,,,,,
2,fold_2,0.828828829,0.883961202,0.495575221,0.40601464,0.604316547,0.42,,,,,,,,,,,,,,,
3,fold_3,0.835835836,0.872565707,0.508982036,0.427011333,0.634328358,0.425,,,,,,,,,,,,,,,
4,fold_4,0.830830831,0.858485607,0.526610644,0.430058413,0.598726115,0.47,,,,,,,,,,,,,,,
5,fold_5,0.823823824,0.857822278,0.5,0.40096511,0.578947368,0.44,,,,,,,,,,,,,,,
6,mean,0.832432432,0.870145181,0.518768399,0.42740642,0.610307703,0.452,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.007239113,0.011667695,0.027272514,0.028465457,0.024244166,0.035461246,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,TIAL1,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.844,0.842925,0.5125,0.446206655,0.683333333,0.41,,,,,,,,,,,,,,,
2,fold_2,0.833,0.82829375,0.554666667,0.45398667,0.594285714,0.52,,,,,,,,,,,,,,,
3,fold_3,0.816,0.83161875,0.5,0.390513949,0.547619048,0.46,,,,,,,,,,,,,,,
4,fold_4,0.847,0.85080625,0.566572238,0.481961179,0.653594771,0.5,,,,,,,,,,,,,,,
5,fold_5,0.828,0.82541875,0.494117647,0.403473292,0.6,0.42,,,,,,,,,,,,,,,
6,mean,0.8336,0.8358125,0.52557131,0.435228349,0.615766573,0.462,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.01254193,0.010695202,0.032945788,0.037630162,0.05326898,0.048166378,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,U2AF65,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.824,0.85075625,0.488372093,0.393061908,0.583333333,0.42,,,,,,,,,,,,,,,
2,fold_2,0.827,0.85183125,0.515406162,0.416436722,0.585987261,0.46,,,,,,,,,,,,,,,
3,fold_3,0.823,0.85146875,0.522911051,0.416988744,0.567251462,0.485,,,,,,,,,,,,,,,
4,fold_4,0.839,0.85960625,0.572944297,0.475543312,0.610169492,0.54,,,,,,,,,,,,,,,
5,fold_5,0.848,0.87223125,0.542168675,0.469732161,0.681818182,0.45,,,,,,,,,,,,,,,
6,mean,0.8322,0.85717875,0.528360456,0.43435257,0.605711946,0.471,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.010894953,0.009150394,0.031523661,0.036317322,0.045224725,0.045055521,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,
0,Y2AF65,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,
1,fold_1,0.841,0.8450375,0.552112676,0.462829048,0.632258065,0.49,,,,,,,,,,,,,,,
2,fold_2,0.844,0.85795,0.532934132,0.456477156,0.664179104,0.445,,,,,,,,,,,,,,,
3,fold_3,0.848,0.87076875,0.550295858,0.474050469,0.673913043,0.465,,,,,,,,,,,,,,,
4,fold_4,0.845,0.86538125,0.545454545,0.465488414,0.659574468,0.465,,,,,,,,,,,,,,,
5,fold_5,0.826,0.84716875,0.502857143,0.406081224,0.586666667,0.44,,,,,,,,,,,,,,,
6,mean,0.8408,0.85726125,0.536730871,0.452985262,0.643318269,0.461,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,
8,mean_std,0.008642916,0.011181905,0.020362686,0.026968287,0.035239221,0.019811613,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,
